run_id,N,seed,seed_name,truth,accuracy,outcome,top_country,top_share,second_country,second_share,final_time,final_interactions_per_agent,substantial_countries,terminal_valid_count,terminal_invalid_count,stored_legacy_outcome,path
N64/all_gpt_4o/seed_0036,64,36,seed_0036,Guinea,0.46875,polarization,Mali,0.53125,Guinea,0.46875,2048,32.0,Mali;Guinea,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0036
N64/all_gpt_4o/seed_0037,64,37,seed_0037,Sierra Leone,0.0,fragmentation,Russia,0.5625,Bulgaria,0.234375,2048,32.0,Russia,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0037
N64/all_gpt_4o/seed_0038,64,38,seed_0038,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,928,14.5,Russia,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0038
N64/all_gpt_4o/seed_0039,64,39,seed_0039,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,480,7.5,Estonia,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0039
N64/all_gpt_4o/seed_0040,64,40,seed_0040,Lithuania,0.203125,polarization,Bulgaria,0.5,Gabon,0.296875,2048,32.0,Bulgaria;Gabon,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0040
N64/all_gpt_4o/seed_0041,64,41,seed_0041,Ireland,0.0,polarization,Cote d'Ivoire,0.53125,Nigeria,0.46875,2048,32.0,Cote d'Ivoire;Nigeria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0041
N64/all_gpt_4o/seed_0042,64,42,seed_0042,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,1408,22.0,Russia,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0042
N64/all_gpt_4o/seed_0043,64,43,seed_0043,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,768,12.0,Austria,64,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0043
N64/all_gpt_4o/seed_0044,64,44,seed_0044,Italy,0.0,polarization,Nigeria,0.578125,Peru,0.296875,2048,32.0,Nigeria;Peru,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0044
N64/all_gpt_4o/seed_0045,64,45,seed_0045,Gabon,0.34375,polarization,Ukraine,0.421875,Gabon,0.34375,2048,32.0,Ukraine;Gabon,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0045
N64/all_gpt_4o/seed_0047,64,47,seed_0047,Hungary,0.0,polarization,Bulgaria,0.515625,Austria,0.484375,2048,32.0,Bulgaria;Austria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0047
N64/all_gpt_4o/seed_0048,64,48,seed_0048,Netherlands,0.0,polarization,Austria,0.515625,Russia,0.484375,2048,32.0,Austria;Russia,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0048
N64/all_gpt_4o/seed_0049,64,49,seed_0049,Belgium,0.484375,polarization,Guinea,0.515625,Belgium,0.484375,2048,32.0,Guinea;Belgium,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0049
N64/all_gpt_4o/seed_0050,64,50,seed_0050,Luxembourg,0.0,polarization,Sierra Leone,0.515625,Austria,0.484375,2048,32.0,Sierra Leone;Austria,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0050
N64/all_gpt_4o/seed_0051,64,51,seed_0051,France,0.703125,polarization,France,0.703125,Peru,0.296875,2048,32.0,France;Peru,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0051
N64/all_gpt_4o/seed_0052,64,52,seed_0052,Gabon,0.5,polarization,Gabon,0.5,Ukraine,0.5,2048,32.0,Gabon;Ukraine,64,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N64/all_gpt_4o/seed_0052
N128/all_gpt_4o/seed_0001,128,1,seed_0001,Chad,1.0,correct_consensus,Chad,1.0,Armenia,0.0,4096,32.0,Chad,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0001
N128/all_gpt_4o/seed_0002,128,2,seed_0002,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,1408,11.0,Austria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0002
N128/all_gpt_4o/seed_0003,128,3,seed_0003,France,0.5234375,polarization,France,0.5234375,Peru,0.4765625,4096,32.0,France;Peru,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0003
N128/all_gpt_4o/seed_0004,128,4,seed_0004,France,0.640625,polarization,France,0.640625,Peru,0.359375,4096,32.0,France;Peru,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0004
N128/all_gpt_4o/seed_0005,128,5,seed_0005,Peru,1.0,correct_consensus,Peru,1.0,Armenia,0.0,1216,9.5,Peru,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0005
N128/all_gpt_4o/seed_0006,128,6,seed_0006,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,896,7.0,Nigeria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0006
N128/all_gpt_4o/seed_0007,128,7,seed_0007,Guinea,0.4140625,polarization,Mali,0.5859375,Guinea,0.4140625,4096,32.0,Mali;Guinea,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0007
N128/all_gpt_4o/seed_0008,128,8,seed_0008,France,0.5234375,polarization,France,0.5234375,Peru,0.46875,4096,32.0,France;Peru,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0008
N128/all_gpt_4o/seed_0009,128,9,seed_0009,Lithuania,0.4140625,polarization,Bulgaria,0.5234375,Lithuania,0.4140625,4096,32.0,Bulgaria;Lithuania,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0009
N128/all_gpt_4o/seed_0010,128,10,seed_0010,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,768,6.0,Nigeria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0010
N128/all_gpt_4o/seed_0013,128,13,seed_0013,Gabon,0.3515625,polarization,Ukraine,0.6015625,Gabon,0.3515625,4096,32.0,Ukraine;Gabon,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0013
N128/all_gpt_4o/seed_0014,128,14,seed_0014,Bulgaria,1.0,correct_consensus,Bulgaria,1.0,Armenia,0.0,3200,25.0,Bulgaria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0014
N128/all_gpt_4o/seed_0015,128,15,seed_0015,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,2816,22.0,Estonia,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0015
N128/all_gpt_4o/seed_0018,128,18,seed_0018,Cote d'Ivoire,0.5859375,polarization,Cote d'Ivoire,0.5859375,Nigeria,0.4140625,4096,32.0,Cote d'Ivoire;Nigeria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0018
N128/all_gpt_4o/seed_0020,128,20,seed_0020,Yemen,0.0,polarization,Austria,0.5703125,Estonia,0.4296875,4096,32.0,Austria;Estonia,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0020
N128/all_gpt_4o/seed_0023,128,23,seed_0023,Germany,1.0,correct_consensus,Germany,1.0,Armenia,0.0,1984,15.5,Germany,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0023
N128/all_gpt_4o/seed_0024,128,24,seed_0024,Ukraine,1.0,correct_consensus,Ukraine,1.0,Armenia,0.0,3072,24.0,Ukraine,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0024
N128/all_gpt_4o/seed_0032,128,32,seed_0032,Belgium,0.8046875,fragmentation,Belgium,0.8046875,Chad,0.125,4096,32.0,Belgium,128,0,fragmentation,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0032
N128/all_gpt_4o/seed_0033,128,33,seed_0033,Nigeria,1.0,correct_consensus,Nigeria,1.0,Armenia,0.0,832,6.5,Nigeria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0033
N128/all_gpt_4o/seed_0034,128,34,seed_0034,Mali,0.5859375,polarization,Mali,0.5859375,Guinea,0.40625,4096,32.0,Mali;Guinea,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0034
N128/all_gpt_4o/seed_0035,128,35,seed_0035,Netherlands,0.0,polarization,Russia,0.5390625,Austria,0.4609375,4096,32.0,Russia;Austria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0035
N128/all_gpt_4o/seed_0036,128,36,seed_0036,Guinea,0.546875,polarization,Guinea,0.546875,Mali,0.453125,4096,32.0,Guinea;Mali,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0036
N128/all_gpt_4o/seed_0037,128,37,seed_0037,Sierra Leone,0.0,polarization,Nigeria,0.5,Russia,0.5,4096,32.0,Nigeria;Russia,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0037
N128/all_gpt_4o/seed_0038,128,38,seed_0038,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,2496,19.5,Russia,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0038
N128/all_gpt_4o/seed_0039,128,39,seed_0039,Estonia,1.0,correct_consensus,Estonia,1.0,Armenia,0.0,3776,29.5,Estonia,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0039
N128/all_gpt_4o/seed_0040,128,40,seed_0040,Lithuania,0.4375,polarization,Bulgaria,0.5234375,Lithuania,0.4375,4096,32.0,Bulgaria;Lithuania,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0040
N128/all_gpt_4o/seed_0041,128,41,seed_0041,Ireland,0.0,polarization,Cote d'Ivoire,0.5390625,Nigeria,0.4609375,4096,32.0,Cote d'Ivoire;Nigeria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0041
N128/all_gpt_4o/seed_0042,128,42,seed_0042,Russia,1.0,correct_consensus,Russia,1.0,Armenia,0.0,3328,26.0,Russia,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0042
N128/all_gpt_4o/seed_0043,128,43,seed_0043,Austria,1.0,correct_consensus,Austria,1.0,Armenia,0.0,1152,9.0,Austria,128,0,correct_consensus,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0043
N128/all_gpt_4o/seed_0044,128,44,seed_0044,Italy,0.0,polarization,Peru,0.5703125,Nigeria,0.4296875,4096,32.0,Peru;Nigeria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0044
N128/all_gpt_4o/seed_0045,128,45,seed_0045,Gabon,0.5078125,polarization,Gabon,0.5078125,Ukraine,0.421875,4096,32.0,Gabon;Ukraine,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0045
N128/all_gpt_4o/seed_0047,128,47,seed_0047,Hungary,0.0,polarization,Austria,0.5,Bulgaria,0.453125,4096,32.0,Austria;Bulgaria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0047
N128/all_gpt_4o/seed_0048,128,48,seed_0048,Netherlands,0.0,polarization,Russia,0.4921875,Austria,0.453125,4096,32.0,Russia;Austria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0048
N128/all_gpt_4o/seed_0049,128,49,seed_0049,Belgium,0.4453125,polarization,Guinea,0.546875,Belgium,0.4453125,4096,32.0,Guinea;Belgium,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0049
N128/all_gpt_4o/seed_0050,128,50,seed_0050,Luxembourg,0.0,polarization,Sierra Leone,0.515625,Austria,0.4765625,4096,32.0,Sierra Leone;Austria,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0050
N128/all_gpt_4o/seed_0051,128,51,seed_0051,France,0.6875,polarization,France,0.6875,Peru,0.3125,4096,32.0,France;Peru,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0051
N128/all_gpt_4o/seed_0052,128,52,seed_0052,Gabon,0.359375,polarization,Ukraine,0.5,Gabon,0.359375,4096,32.0,Ukraine;Gabon,128,0,polarization,results/flag_game/proposal_core_remaining_seeds7_w6_h4_scale25_noexamples_stop5/04_model_mix_alpha_neutral/N128/all_gpt_4o/seed_0052
