pair_id,model,m,backend,truth_country,choice_country,reason,valid,correct,choice_crop_compatible,error,crop_path,crop_crop_index,crop_top,crop_left,crop_height,crop_width,crop_compatible_country_count,crop_compatible_countries,crop_informativeness_bits,crop_informativeness_label,allowed_countries,country_pool,image_detail,temperature,top_p,max_tokens,seed
france__idx126__t06_l12_h04_w06,gpt-4o,3,openai,France,Peru,The flag has vertical stripes of red and white.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx126__t06_l12_h04_w06.png,126,6,12,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Russia"", ""Czech Republic"", ""Mali"", ""Guinea"", ""Italy"", ""Chad"", ""Estonia"", ""Bulgaria"", ""Peru"", ""Sudan"", ""Nigeria"", ""Bahamas"", ""Belgium"", ""Gabon"", ""Hungary"", ""Cote d'Ivoire"", ""Austria"", ""Sierra Leone"", ""Lithuania"", ""Armenia"", ""Ireland"", ""Netherlands"", ""Luxembourg"", ""Yemen"", ""Palestine"", ""Ukraine"", ""Germany"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,540032107
france__idx126__t06_l12_h04_w06,gpt-5.4,3,openai,France,Peru,"The crop shows a vertical tricolor of white, white center implied, and red on the right, matching Peru's red-white-red flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx126__t06_l12_h04_w06.png,126,6,12,4,6,3,"[""France"", ""Italy"", ""Peru""]",3.222392421336448,narrow,"[""Russia"", ""Czech Republic"", ""Mali"", ""Guinea"", ""Italy"", ""Chad"", ""Estonia"", ""Bulgaria"", ""Peru"", ""Sudan"", ""Nigeria"", ""Bahamas"", ""Belgium"", ""Gabon"", ""Hungary"", ""Cote d'Ivoire"", ""Austria"", ""Sierra Leone"", ""Lithuania"", ""Armenia"", ""Ireland"", ""Netherlands"", ""Luxembourg"", ""Yemen"", ""Palestine"", ""Ukraine"", ""Germany"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,540032107
france__idx161__t08_l09_h04_w06,gpt-4o,3,openai,France,Nigeria,"The flag has a vertical green stripe, which matches Nigeria's flag colors.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx161__t08_l09_h04_w06.png,161,8,9,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Estonia"", ""Sierra Leone"", ""Ukraine"", ""Belgium"", ""Ireland"", ""Armenia"", ""Czech Republic"", ""Bulgaria"", ""Gabon"", ""Cote d'Ivoire"", ""France"", ""Yemen"", ""Lithuania"", ""Luxembourg"", ""Sudan"", ""Italy"", ""Peru"", ""Bahamas"", ""Guinea"", ""Netherlands"", ""Chad"", ""Germany"", ""Nigeria"", ""Mali"", ""Austria"", ""Palestine"", ""Hungary"", ""Russia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,90775925
france__idx161__t08_l09_h04_w06,gpt-5.4,3,openai,France,Austria,"The crop shows a plain white horizontal band, which matches the middle stripe of Austria's red-white-red flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx161__t08_l09_h04_w06.png,161,8,9,4,6,18,"[""Austria"", ""Bulgaria"", ""Cote d'Ivoire"", ""Estonia"", ""France"", ""Hungary"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Nigeria"", ""Peru"", ""Russia"", ""Sierra Leone"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.6374299206152918,ambiguous,"[""Estonia"", ""Sierra Leone"", ""Ukraine"", ""Belgium"", ""Ireland"", ""Armenia"", ""Czech Republic"", ""Bulgaria"", ""Gabon"", ""Cote d'Ivoire"", ""France"", ""Yemen"", ""Lithuania"", ""Luxembourg"", ""Sudan"", ""Italy"", ""Peru"", ""Bahamas"", ""Guinea"", ""Netherlands"", ""Chad"", ""Germany"", ""Nigeria"", ""Mali"", ""Austria"", ""Palestine"", ""Hungary"", ""Russia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,90775925
france__idx176__t09_l05_h04_w06,gpt-4o,3,openai,France,Guinea,The flag has a vertical blue stripe similar to Guinea's flag colors.,True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx176__t09_l05_h04_w06.png,176,9,5,4,6,1,"[""France""]",4.807354922057604,unique,"[""Gabon"", ""Peru"", ""Guinea"", ""Sudan"", ""Mali"", ""Cote d'Ivoire"", ""Estonia"", ""Germany"", ""Ukraine"", ""Nigeria"", ""Italy"", ""Armenia"", ""Austria"", ""Lithuania"", ""Bulgaria"", ""Czech Republic"", ""Luxembourg"", ""Palestine"", ""Yemen"", ""Chad"", ""Ireland"", ""Russia"", ""Bahamas"", ""Sierra Leone"", ""Hungary"", ""Netherlands"", ""Belgium"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,900300548
france__idx176__t09_l05_h04_w06,gpt-5.4,3,openai,France,France,"The crop shows adjacent vertical blue and white bands, matching the left and middle stripes of France's blue-white-red tricolor.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/france__idx176__t09_l05_h04_w06.png,176,9,5,4,6,1,"[""France""]",4.807354922057604,unique,"[""Gabon"", ""Peru"", ""Guinea"", ""Sudan"", ""Mali"", ""Cote d'Ivoire"", ""Estonia"", ""Germany"", ""Ukraine"", ""Nigeria"", ""Italy"", ""Armenia"", ""Austria"", ""Lithuania"", ""Bulgaria"", ""Czech Republic"", ""Luxembourg"", ""Palestine"", ""Yemen"", ""Chad"", ""Ireland"", ""Russia"", ""Bahamas"", ""Sierra Leone"", ""Hungary"", ""Netherlands"", ""Belgium"", ""France""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,900300548
gabon__idx031__t01_l12_h04_w06,gpt-4o,3,openai,Gabon,Nigeria,"The flag of Nigeria has a green stripe, which matches the crop shown.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx031__t01_l12_h04_w06.png,31,1,12,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Estonia"", ""Belgium"", ""Gabon"", ""Yemen"", ""Nigeria"", ""Hungary"", ""Ukraine"", ""France"", ""Austria"", ""Peru"", ""Chad"", ""Sierra Leone"", ""Sudan"", ""Lithuania"", ""Czech Republic"", ""Palestine"", ""Bahamas"", ""Netherlands"", ""Germany"", ""Ireland"", ""Bulgaria"", ""Russia"", ""Luxembourg"", ""Cote d'Ivoire"", ""Italy"", ""Mali"", ""Guinea"", ""Armenia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,330901267
gabon__idx031__t01_l12_h04_w06,gpt-5.4,3,openai,Gabon,Nigeria,"The crop shows a solid green vertical band on the left, matching the left stripe of Nigeria's green-white-green flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx031__t01_l12_h04_w06.png,31,1,12,4,6,13,"[""Bulgaria"", ""Cote d'Ivoire"", ""Gabon"", ""Guinea"", ""Hungary"", ""Ireland"", ""Italy"", ""Lithuania"", ""Mali"", ""Nigeria"", ""Sierra Leone"", ""Palestine"", ""Sudan""]",1.1069152039165118,ambiguous,"[""Estonia"", ""Belgium"", ""Gabon"", ""Yemen"", ""Nigeria"", ""Hungary"", ""Ukraine"", ""France"", ""Austria"", ""Peru"", ""Chad"", ""Sierra Leone"", ""Sudan"", ""Lithuania"", ""Czech Republic"", ""Palestine"", ""Bahamas"", ""Netherlands"", ""Germany"", ""Ireland"", ""Bulgaria"", ""Russia"", ""Luxembourg"", ""Cote d'Ivoire"", ""Italy"", ""Mali"", ""Guinea"", ""Armenia""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,330901267
gabon__idx084__t04_l08_h04_w06,gpt-4o,3,openai,Gabon,Gabon,"The flag has horizontal stripes of green and yellow, which are part of Gabon's flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx084__t04_l08_h04_w06.png,84,4,8,4,6,1,"[""Gabon""]",4.807354922057604,unique,"[""Peru"", ""Mali"", ""Palestine"", ""Sudan"", ""Armenia"", ""Bulgaria"", ""Chad"", ""Guinea"", ""Belgium"", ""Nigeria"", ""Netherlands"", ""Estonia"", ""Hungary"", ""Gabon"", ""Lithuania"", ""Luxembourg"", ""Austria"", ""Ukraine"", ""Czech Republic"", ""France"", ""Yemen"", ""Sierra Leone"", ""Russia"", ""Germany"", ""Bahamas"", ""Italy"", ""Ireland"", ""Cote d'Ivoire""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,560855856
gabon__idx084__t04_l08_h04_w06,gpt-5.4,3,openai,Gabon,Lithuania,"The flag shows three horizontal stripes of green, yellow, and red, which matches Lithuania.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx084__t04_l08_h04_w06.png,84,4,8,4,6,1,"[""Gabon""]",4.807354922057604,unique,"[""Peru"", ""Mali"", ""Palestine"", ""Sudan"", ""Armenia"", ""Bulgaria"", ""Chad"", ""Guinea"", ""Belgium"", ""Nigeria"", ""Netherlands"", ""Estonia"", ""Hungary"", ""Gabon"", ""Lithuania"", ""Luxembourg"", ""Austria"", ""Ukraine"", ""Czech Republic"", ""France"", ""Yemen"", ""Sierra Leone"", ""Russia"", ""Germany"", ""Bahamas"", ""Italy"", ""Ireland"", ""Cote d'Ivoire""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,560855856
gabon__idx127__t06_l13_h04_w06,gpt-4o,3,openai,Gabon,Chad,The flag of Chad contains a vertical yellow stripe.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx127__t06_l13_h04_w06.png,127,6,13,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Bulgaria"", ""Chad"", ""Ireland"", ""Germany"", ""Estonia"", ""Hungary"", ""Sierra Leone"", ""Peru"", ""France"", ""Guinea"", ""Luxembourg"", ""Mali"", ""Palestine"", ""Cote d'Ivoire"", ""Sudan"", ""Bahamas"", ""Austria"", ""Russia"", ""Belgium"", ""Czech Republic"", ""Italy"", ""Lithuania"", ""Yemen"", ""Nigeria"", ""Ukraine"", ""Gabon"", ""Armenia"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,689286036
gabon__idx127__t06_l13_h04_w06,gpt-5.4,3,openai,Gabon,Ukraine,"The crop shows a solid yellow horizontal band, which matches the bottom half of Ukraine's blue-over-yellow flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/gabon__idx127__t06_l13_h04_w06.png,127,6,13,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Bulgaria"", ""Chad"", ""Ireland"", ""Germany"", ""Estonia"", ""Hungary"", ""Sierra Leone"", ""Peru"", ""France"", ""Guinea"", ""Luxembourg"", ""Mali"", ""Palestine"", ""Cote d'Ivoire"", ""Sudan"", ""Bahamas"", ""Austria"", ""Russia"", ""Belgium"", ""Czech Republic"", ""Italy"", ""Lithuania"", ""Yemen"", ""Nigeria"", ""Ukraine"", ""Gabon"", ""Armenia"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,689286036
germany__idx048__t02_l10_h04_w06,gpt-4o,3,openai,Germany,Yemen,"The flag has a black and red horizontal stripe, similar to Yemen's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx048__t02_l10_h04_w06.png,48,2,10,4,6,1,"[""Germany""]",4.807354922057604,unique,"[""Italy"", ""Luxembourg"", ""Palestine"", ""Nigeria"", ""Mali"", ""Bahamas"", ""Netherlands"", ""Guinea"", ""Gabon"", ""France"", ""Yemen"", ""Lithuania"", ""Sudan"", ""Peru"", ""Hungary"", ""Germany"", ""Austria"", ""Armenia"", ""Estonia"", ""Russia"", ""Cote d'Ivoire"", ""Ireland"", ""Bulgaria"", ""Belgium"", ""Ukraine"", ""Czech Republic"", ""Chad"", ""Sierra Leone""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,347871248
germany__idx048__t02_l10_h04_w06,gpt-5.4,3,openai,Germany,Germany,"The crop shows horizontal black over red bands, matching the top two stripes of Germany's black-red-gold flag.",True,True,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx048__t02_l10_h04_w06.png,48,2,10,4,6,1,"[""Germany""]",4.807354922057604,unique,"[""Italy"", ""Luxembourg"", ""Palestine"", ""Nigeria"", ""Mali"", ""Bahamas"", ""Netherlands"", ""Guinea"", ""Gabon"", ""France"", ""Yemen"", ""Lithuania"", ""Sudan"", ""Peru"", ""Hungary"", ""Germany"", ""Austria"", ""Armenia"", ""Estonia"", ""Russia"", ""Cote d'Ivoire"", ""Ireland"", ""Bulgaria"", ""Belgium"", ""Ukraine"", ""Czech Republic"", ""Chad"", ""Sierra Leone""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,347871248
germany__idx127__t06_l13_h04_w06,gpt-4o,3,openai,Germany,Austria,"The flag of Austria has a red stripe, which matches the crop.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx127__t06_l13_h04_w06.png,127,6,13,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Ukraine"", ""Ireland"", ""Estonia"", ""Austria"", ""Italy"", ""Czech Republic"", ""Cote d'Ivoire"", ""Sudan"", ""Luxembourg"", ""Sierra Leone"", ""Hungary"", ""France"", ""Chad"", ""Germany"", ""Peru"", ""Belgium"", ""Russia"", ""Gabon"", ""Nigeria"", ""Netherlands"", ""Palestine"", ""Armenia"", ""Bulgaria"", ""Bahamas"", ""Guinea"", ""Mali"", ""Lithuania"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1849077270
germany__idx127__t06_l13_h04_w06,gpt-5.4,3,openai,Germany,Austria,"The crop shows a solid red horizontal band, which matches the top or bottom stripe of Austria's red-white-red flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx127__t06_l13_h04_w06.png,127,6,13,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Ukraine"", ""Ireland"", ""Estonia"", ""Austria"", ""Italy"", ""Czech Republic"", ""Cote d'Ivoire"", ""Sudan"", ""Luxembourg"", ""Sierra Leone"", ""Hungary"", ""France"", ""Chad"", ""Germany"", ""Peru"", ""Belgium"", ""Russia"", ""Gabon"", ""Nigeria"", ""Netherlands"", ""Palestine"", ""Armenia"", ""Bulgaria"", ""Bahamas"", ""Guinea"", ""Mali"", ""Lithuania"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1849077270
germany__idx234__t12_l06_h04_w06,gpt-4o,3,openai,Germany,Chad,The flag of Chad has a vertical yellow stripe.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx234__t12_l06_h04_w06.png,234,12,6,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Guinea"", ""Bahamas"", ""Hungary"", ""Italy"", ""Austria"", ""Palestine"", ""Lithuania"", ""Chad"", ""France"", ""Czech Republic"", ""Mali"", ""Yemen"", ""Russia"", ""Netherlands"", ""Nigeria"", ""Estonia"", ""Sierra Leone"", ""Belgium"", ""Armenia"", ""Gabon"", ""Germany"", ""Bulgaria"", ""Ukraine"", ""Peru"", ""Ireland"", ""Luxembourg"", ""Cote d'Ivoire"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,366745556
germany__idx234__t12_l06_h04_w06,gpt-5.4,3,openai,Germany,Ukraine,"The crop shows a solid yellow horizontal band, which matches the bottom half of Ukraine's blue-over-yellow flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/germany__idx234__t12_l06_h04_w06.png,234,12,6,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Guinea"", ""Bahamas"", ""Hungary"", ""Italy"", ""Austria"", ""Palestine"", ""Lithuania"", ""Chad"", ""France"", ""Czech Republic"", ""Mali"", ""Yemen"", ""Russia"", ""Netherlands"", ""Nigeria"", ""Estonia"", ""Sierra Leone"", ""Belgium"", ""Armenia"", ""Gabon"", ""Germany"", ""Bulgaria"", ""Ukraine"", ""Peru"", ""Ireland"", ""Luxembourg"", ""Cote d'Ivoire"", ""Sudan""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,366745556
guinea__idx002__t00_l02_h04_w06,gpt-4o,3,openai,Guinea,Yemen,"The flag of Yemen contains a red stripe, which matches the crop shown.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx002__t00_l02_h04_w06.png,2,0,2,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Chad"", ""Ireland"", ""Nigeria"", ""Sierra Leone"", ""France"", ""Peru"", ""Bulgaria"", ""Germany"", ""Italy"", ""Ukraine"", ""Austria"", ""Hungary"", ""Armenia"", ""Palestine"", ""Luxembourg"", ""Mali"", ""Cote d'Ivoire"", ""Netherlands"", ""Bahamas"", ""Yemen"", ""Guinea"", ""Lithuania"", ""Belgium"", ""Gabon"", ""Estonia"", ""Sudan"", ""Russia"", ""Czech Republic""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1271927437
guinea__idx002__t00_l02_h04_w06,gpt-5.4,3,openai,Guinea,Austria,The crop shows a solid red horizontal band consistent with the top stripe of Austria's red-white-red flag.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx002__t00_l02_h04_w06.png,2,0,2,4,6,20,"[""Armenia"", ""Austria"", ""Belgium"", ""Bulgaria"", ""Chad"", ""France"", ""Germany"", ""Guinea"", ""Hungary"", ""Italy"", ""Lithuania"", ""Luxembourg"", ""Mali"", ""Netherlands"", ""Peru"", ""Russia"", ""Yemen"", ""Czech Republic"", ""Palestine"", ""Sudan""]",0.48542682717024166,ambiguous,"[""Chad"", ""Ireland"", ""Nigeria"", ""Sierra Leone"", ""France"", ""Peru"", ""Bulgaria"", ""Germany"", ""Italy"", ""Ukraine"", ""Austria"", ""Hungary"", ""Armenia"", ""Palestine"", ""Luxembourg"", ""Mali"", ""Cote d'Ivoire"", ""Netherlands"", ""Bahamas"", ""Yemen"", ""Guinea"", ""Lithuania"", ""Belgium"", ""Gabon"", ""Estonia"", ""Sudan"", ""Russia"", ""Czech Republic""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1271927437
guinea__idx053__t02_l15_h04_w06,gpt-4o,3,openai,Guinea,Gabon,"The flag has a vertical yellow stripe and a green section, similar to Gabon's flag colors.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx053__t02_l15_h04_w06.png,53,2,15,4,6,1,"[""Guinea""]",4.807354922057604,unique,"[""Cote d'Ivoire"", ""Luxembourg"", ""Gabon"", ""Bulgaria"", ""Russia"", ""Sudan"", ""France"", ""Ukraine"", ""Austria"", ""Estonia"", ""Italy"", ""Chad"", ""Netherlands"", ""Guinea"", ""Germany"", ""Peru"", ""Nigeria"", ""Lithuania"", ""Hungary"", ""Armenia"", ""Sierra Leone"", ""Bahamas"", ""Czech Republic"", ""Mali"", ""Belgium"", ""Palestine"", ""Ireland"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1728106133
guinea__idx053__t02_l15_h04_w06,gpt-5.4,3,openai,Guinea,Mali,"The crop shows vertical bands with yellow on the left and green on the right, matching Mali's green-yellow-red tricolor when viewed from the middle and right portions.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx053__t02_l15_h04_w06.png,53,2,15,4,6,1,"[""Guinea""]",4.807354922057604,unique,"[""Cote d'Ivoire"", ""Luxembourg"", ""Gabon"", ""Bulgaria"", ""Russia"", ""Sudan"", ""France"", ""Ukraine"", ""Austria"", ""Estonia"", ""Italy"", ""Chad"", ""Netherlands"", ""Guinea"", ""Germany"", ""Peru"", ""Nigeria"", ""Lithuania"", ""Hungary"", ""Armenia"", ""Sierra Leone"", ""Bahamas"", ""Czech Republic"", ""Mali"", ""Belgium"", ""Palestine"", ""Ireland"", ""Yemen""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,1728106133
guinea__idx067__t03_l10_h04_w06,gpt-4o,3,openai,Guinea,Chad,The flag of Chad has a vertical yellow stripe.,True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx067__t03_l10_h04_w06.png,67,3,10,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Chad"", ""Lithuania"", ""Cote d'Ivoire"", ""Palestine"", ""Russia"", ""Germany"", ""Italy"", ""Mali"", ""Czech Republic"", ""Nigeria"", ""Sudan"", ""France"", ""Ireland"", ""Gabon"", ""Bulgaria"", ""Netherlands"", ""Belgium"", ""Yemen"", ""Hungary"", ""Estonia"", ""Guinea"", ""Austria"", ""Bahamas"", ""Armenia"", ""Luxembourg"", ""Sierra Leone"", ""Peru"", ""Ukraine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,2032762601
guinea__idx067__t03_l10_h04_w06,gpt-5.4,3,openai,Guinea,Ukraine,"The crop shows a solid yellow horizontal band, which matches the bottom half of Ukraine's blue-over-yellow flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/guinea__idx067__t03_l10_h04_w06.png,67,3,10,4,6,9,"[""Belgium"", ""Chad"", ""Gabon"", ""Germany"", ""Guinea"", ""Lithuania"", ""Mali"", ""Ukraine"", ""Bahamas""]",1.6374299206152918,moderate,"[""Chad"", ""Lithuania"", ""Cote d'Ivoire"", ""Palestine"", ""Russia"", ""Germany"", ""Italy"", ""Mali"", ""Czech Republic"", ""Nigeria"", ""Sudan"", ""France"", ""Ireland"", ""Gabon"", ""Bulgaria"", ""Netherlands"", ""Belgium"", ""Yemen"", ""Hungary"", ""Estonia"", ""Guinea"", ""Austria"", ""Bahamas"", ""Armenia"", ""Luxembourg"", ""Sierra Leone"", ""Peru"", ""Ukraine""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,2032762601
hungary__idx085__t04_l09_h04_w06,gpt-4o,3,openai,Hungary,Yemen,"The flag has horizontal red and white stripes, similar to Yemen's flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/hungary__idx085__t04_l09_h04_w06.png,85,4,9,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Czech Republic"", ""Hungary"", ""France"", ""Estonia"", ""Gabon"", ""Luxembourg"", ""Russia"", ""Bahamas"", ""Armenia"", ""Sierra Leone"", ""Germany"", ""Bulgaria"", ""Ireland"", ""Italy"", ""Palestine"", ""Nigeria"", ""Belgium"", ""Sudan"", ""Peru"", ""Cote d'Ivoire"", ""Chad"", ""Netherlands"", ""Austria"", ""Yemen"", ""Ukraine"", ""Mali"", ""Guinea"", ""Lithuania""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,136696823
hungary__idx085__t04_l09_h04_w06,gpt-5.4,3,openai,Hungary,Austria,"The crop shows two horizontal bands with red on top and white below, matching the upper portion of Austria's red-white-red flag.",True,False,True,,results/flag_game/visual_only_paired_crop_audit/artifacts/hungary__idx085__t04_l09_h04_w06.png,85,4,9,4,6,6,"[""Austria"", ""Hungary"", ""Luxembourg"", ""Netherlands"", ""Yemen"", ""Sudan""]",2.222392421336448,moderate,"[""Czech Republic"", ""Hungary"", ""France"", ""Estonia"", ""Gabon"", ""Luxembourg"", ""Russia"", ""Bahamas"", ""Armenia"", ""Sierra Leone"", ""Germany"", ""Bulgaria"", ""Ireland"", ""Italy"", ""Palestine"", ""Nigeria"", ""Belgium"", ""Sudan"", ""Peru"", ""Cote d'Ivoire"", ""Chad"", ""Netherlands"", ""Austria"", ""Yemen"", ""Ukraine"", ""Mali"", ""Guinea"", ""Lithuania""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,136696823
hungary__idx178__t09_l07_h04_w06,gpt-4o,3,openai,Hungary,Bulgaria,"The flag has horizontal white and green stripes, matching Bulgaria's flag.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/hungary__idx178__t09_l07_h04_w06.png,178,9,7,4,6,2,"[""Hungary"", ""Palestine""]",3.807354922057604,narrow,"[""Armenia"", ""Peru"", ""Guinea"", ""Sierra Leone"", ""Ireland"", ""Cote d'Ivoire"", ""Yemen"", ""Mali"", ""Lithuania"", ""Sudan"", ""Austria"", ""Russia"", ""Luxembourg"", ""Ukraine"", ""Chad"", ""Palestine"", ""Belgium"", ""Hungary"", ""Bahamas"", ""Germany"", ""Estonia"", ""Bulgaria"", ""Gabon"", ""Czech Republic"", ""France"", ""Italy"", ""Nigeria"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,101602898
hungary__idx178__t09_l07_h04_w06,gpt-5.4,3,openai,Hungary,Nigeria,"The crop shows a horizontal white band over a green band, matching the visible portion of Nigeria's green-white-green vertical tricolor.",True,False,False,,results/flag_game/visual_only_paired_crop_audit/artifacts/hungary__idx178__t09_l07_h04_w06.png,178,9,7,4,6,2,"[""Hungary"", ""Palestine""]",3.807354922057604,narrow,"[""Armenia"", ""Peru"", ""Guinea"", ""Sierra Leone"", ""Ireland"", ""Cote d'Ivoire"", ""Yemen"", ""Mali"", ""Lithuania"", ""Sudan"", ""Austria"", ""Russia"", ""Luxembourg"", ""Ukraine"", ""Chad"", ""Palestine"", ""Belgium"", ""Hungary"", ""Bahamas"", ""Germany"", ""Estonia"", ""Bulgaria"", ""Gabon"", ""Czech Republic"", ""France"", ""Italy"", ""Nigeria"", ""Netherlands""]",stripe_plus_real_triangle_28,high,0.0,1.0,220,101602898
